Loadstar Sensors SensorVUE - Log File
Units for M3-17576:,lbf
Units for Peak (M3-17576):,lbf
Units for Low (M3-17576):,lbf
Logging Interval:,1 sec  (1 Hz)
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),M3-17576,Peak (M3-17576),Low (M3-17576),
2018-08-09 17:16:29.087,31.210,0.00,0.00,0.00,,
2018-08-09 17:16:29.103,31.226,0.00,0.00,0.00,,
2018-08-09 17:16:29.119,31.242,0.00,0.00,0.00,,
2018-08-09 17:16:29.135,31.258,0.00,0.00,0.00,,
2018-08-09 17:16:29.167,31.290,0.00,0.00,0.00,,
2018-08-09 17:16:29.183,31.306,0.00,0.00,0.00,,
2018-08-09 17:16:29.199,31.322,0.00,0.00,0.00,,
2018-08-09 17:16:29.231,31.354,0.00,0.00,0.00,,
2018-08-09 17:16:29.247,31.370,0.00,0.00,0.00,,
2018-08-09 17:16:29.263,31.386,0.00,0.00,0.00,,
2018-08-09 17:16:29.279,31.402,0.00,0.00,0.00,,
2018-08-09 17:16:29.311,31.434,0.00,0.00,0.00,,
2018-08-09 17:16:29.327,31.450,0.00,0.00,0.00,,
2018-08-09 17:16:29.343,31.466,0.00,0.00,0.00,,
2018-08-09 17:16:29.359,31.482,0.00,0.00,0.00,,
2018-08-09 17:16:29.391,31.514,0.00,0.00,0.00,,
2018-08-09 17:16:29.407,31.530,0.00,0.00,0.00,,
2018-08-09 17:16:29.423,31.546,0.00,0.00,0.00,,
2018-08-09 17:16:29.439,31.562,0.00,0.00,0.00,,
2018-08-09 17:16:29.471,31.594,0.00,0.00,0.00,,
2018-08-09 17:16:29.487,31.610,0.00,0.00,0.00,,
2018-08-09 17:16:29.503,31.626,0.00,0.00,0.00,,
2018-08-09 17:16:29.519,31.642,0.00,0.00,0.00,,
2018-08-09 17:16:29.551,31.674,0.00,0.00,0.00,,
2018-08-09 17:16:29.567,31.690,0.00,0.00,0.00,,
2018-08-09 17:16:29.583,31.706,0.00,0.00,0.00,,
2018-08-09 17:16:29.599,31.722,0.00,0.00,0.00,,
2018-08-09 17:16:29.631,31.754,0.00,0.00,0.00,,
2018-08-09 17:16:29.647,31.770,0.00,0.00,0.00,,
2018-08-09 17:16:29.663,31.786,0.00,0.00,0.00,,
2018-08-09 17:16:29.679,31.802,0.00,0.00,0.00,,
2018-08-09 17:16:29.711,31.834,0.00,0.00,0.00,,
2018-08-09 17:16:29.727,31.850,0.00,0.00,0.00,,
2018-08-09 17:16:29.743,31.866,0.00,0.00,0.00,,
2018-08-09 17:16:29.759,31.882,0.00,0.00,0.00,,
2018-08-09 17:16:29.791,31.914,0.00,0.00,0.00,,
2018-08-09 17:16:29.807,31.930,0.00,0.00,0.00,,
2018-08-09 17:16:29.823,31.946,0.00,0.00,0.00,,
2018-08-09 17:16:29.839,31.962,0.00,0.00,0.00,,
2018-08-09 17:16:29.871,31.994,0.00,0.00,0.00,,
2018-08-09 17:16:29.887,32.010,0.00,0.00,0.00,,
2018-08-09 17:16:29.903,32.026,0.00,0.00,0.00,,
2018-08-09 17:16:29.919,32.042,0.00,0.00,0.00,,
2018-08-09 17:16:29.951,32.074,0.00,0.00,0.00,,
2018-08-09 17:16:29.967,32.090,0.00,0.00,0.00,,
2018-08-09 17:16:29.983,32.106,0.00,0.00,0.00,,
2018-08-09 17:16:29.999,32.122,0.00,0.00,0.00,,
2018-08-09 17:16:30.031,32.154,0.00,0.00,0.00,,
2018-08-09 17:16:30.047,32.170,0.00,0.00,0.00,,
2018-08-09 17:16:30.063,32.186,0.00,0.00,0.00,,
2018-08-09 17:16:30.079,32.202,0.00,0.00,0.00,,
2018-08-09 17:16:30.111,32.234,0.00,0.00,0.00,,
2018-08-09 17:16:30.127,32.250,0.00,0.00,0.00,,
2018-08-09 17:16:30.143,32.266,0.00,0.00,0.00,,
2018-08-09 17:16:30.159,32.282,0.00,0.00,0.00,,
2018-08-09 17:16:30.191,32.314,0.00,0.00,0.00,,
2018-08-09 17:16:30.207,32.330,0.00,0.00,0.00,,
2018-08-09 17:16:30.223,32.346,0.00,0.00,0.00,,
2018-08-09 17:16:30.239,32.362,0.00,0.00,0.00,,
2018-08-09 17:16:30.271,32.394,0.00,0.00,0.00,,
2018-08-09 17:16:30.287,32.410,0.00,0.00,0.00,,
2018-08-09 17:16:30.303,32.426,0.00,0.00,0.00,,
2018-08-09 17:16:30.319,32.442,0.00,0.00,0.00,,
2018-08-09 17:16:30.351,32.474,0.00,0.00,0.00,,
2018-08-09 17:16:30.367,32.490,0.00,0.00,0.00,,
2018-08-09 17:16:30.383,32.506,0.00,0.00,0.00,,
2018-08-09 17:16:30.399,32.522,0.00,0.00,0.00,,
2018-08-09 17:16:30.431,32.554,0.00,0.00,0.00,,
2018-08-09 17:16:30.447,32.570,0.00,0.00,0.00,,
2018-08-09 17:16:30.463,32.586,0.00,0.00,0.00,,
2018-08-09 17:16:30.479,32.602,0.00,0.00,0.00,,
2018-08-09 17:16:30.511,32.634,0.00,0.00,0.00,,
2018-08-09 17:16:30.527,32.650,0.00,0.00,0.00,,
2018-08-09 17:16:30.543,32.666,0.00,0.00,0.00,,
2018-08-09 17:16:30.559,32.682,0.00,0.00,0.00,,
2018-08-09 17:16:30.591,32.714,0.00,0.00,0.00,,
2018-08-09 17:16:30.607,32.730,0.00,0.00,0.00,,
2018-08-09 17:16:30.623,32.746,0.00,0.00,0.00,,
2018-08-09 17:16:30.639,32.762,0.00,0.00,0.00,,
2018-08-09 17:16:30.671,32.794,0.00,0.00,0.00,,
2018-08-09 17:16:30.687,32.810,0.00,0.00,0.00,,
2018-08-09 17:16:30.703,32.826,0.00,0.00,0.00,,
2018-08-09 17:16:30.719,32.842,0.00,0.00,0.00,,
2018-08-09 17:16:30.751,32.874,0.00,0.00,0.00,,
2018-08-09 17:16:30.767,32.890,0.00,0.00,0.00,,
2018-08-09 17:16:30.783,32.906,0.00,0.00,0.00,,
2018-08-09 17:16:30.799,32.922,0.00,0.00,0.00,,
2018-08-09 17:16:30.831,32.954,0.00,0.00,0.00,,
2018-08-09 17:16:30.847,32.970,0.00,0.00,0.00,,
2018-08-09 17:16:30.863,32.986,0.00,0.00,0.00,,
2018-08-09 17:16:30.879,33.002,0.00,0.00,0.00,,
2018-08-09 17:16:30.911,33.034,0.00,0.00,0.00,,
2018-08-09 17:16:30.927,33.050,0.00,0.00,0.00,,
2018-08-09 17:16:30.943,33.066,0.00,0.00,0.00,,
2018-08-09 17:16:30.959,33.082,0.00,0.00,0.00,,
2018-08-09 17:16:30.991,33.114,0.00,0.00,0.00,,
2018-08-09 17:16:31.007,33.130,0.00,0.00,0.00,,
2018-08-09 17:16:31.023,33.146,0.00,0.00,0.00,,
2018-08-09 17:16:31.039,33.162,0.00,0.00,0.00,,
2018-08-09 17:16:31.071,33.194,0.00,0.00,0.00,,
2018-08-09 17:16:31.087,33.210,0.00,0.00,0.00,,
2018-08-09 17:16:31.103,33.226,0.00,0.00,0.00,,
2018-08-09 17:16:31.119,33.242,0.00,0.00,0.00,,
2018-08-09 17:16:31.151,33.274,0.00,0.00,0.00,,
2018-08-09 17:16:31.167,33.290,0.00,0.00,0.00,,
2018-08-09 17:16:31.183,33.306,0.00,0.00,0.00,,
2018-08-09 17:16:31.199,33.322,0.00,0.00,0.00,,
2018-08-09 17:16:31.231,33.354,0.00,0.00,0.00,,
2018-08-09 17:16:31.247,33.370,0.00,0.00,0.00,,
2018-08-09 17:16:31.263,33.386,0.00,0.00,0.00,,
2018-08-09 17:16:31.279,33.402,0.00,0.00,0.00,,
2018-08-09 17:16:31.311,33.434,0.00,0.00,0.00,,
2018-08-09 17:16:31.327,33.450,0.00,0.00,0.00,,
2018-08-09 17:16:31.343,33.466,0.00,0.00,0.00,,
2018-08-09 17:16:31.359,33.482,0.00,0.00,0.00,,
2018-08-09 17:16:31.391,33.514,0.00,0.00,0.00,,
2018-08-09 17:16:31.407,33.530,0.00,0.00,0.00,,
2018-08-09 17:16:31.423,33.546,0.00,0.00,0.00,,
2018-08-09 17:16:31.439,33.562,0.00,0.00,0.00,,
2018-08-09 17:16:31.471,33.594,0.00,0.00,0.00,,
2018-08-09 17:16:31.487,33.610,0.00,0.00,0.00,,
2018-08-09 17:16:31.503,33.626,0.00,0.00,0.00,,
2018-08-09 17:16:31.519,33.642,0.00,0.00,0.00,,
2018-08-09 17:16:31.551,33.674,0.00,0.00,0.00,,
2018-08-09 17:16:31.567,33.690,0.00,0.00,0.00,,
2018-08-09 17:16:31.583,33.706,0.00,0.00,0.00,,
2018-08-09 17:16:31.599,33.722,0.00,0.00,0.00,,
2018-08-09 17:16:31.631,33.754,0.00,0.00,0.00,,
2018-08-09 17:16:31.647,33.770,0.00,0.00,0.00,,
2018-08-09 17:16:31.663,33.786,0.00,0.00,0.00,,
2018-08-09 17:16:31.679,33.802,0.00,0.00,0.00,,
2018-08-09 17:16:31.711,33.834,0.00,0.00,0.00,,
2018-08-09 17:16:31.727,33.850,0.00,0.00,0.00,,
2018-08-09 17:16:31.743,33.866,0.00,0.00,0.00,,
2018-08-09 17:16:31.759,33.882,0.00,0.00,0.00,,
2018-08-09 17:16:31.791,33.914,0.00,0.00,0.00,,
2018-08-09 17:16:31.807,33.930,0.00,0.00,0.00,,
2018-08-09 17:16:31.822,33.945,0.00,0.00,0.00,,
2018-08-09 17:16:31.839,33.962,0.00,0.00,0.00,,
2018-08-09 17:16:31.871,33.994,0.00,0.00,0.00,,
2018-08-09 17:16:31.887,34.010,0.00,0.00,0.00,,
2018-08-09 17:16:31.902,34.025,0.00,0.00,0.00,,
2018-08-09 17:16:31.919,34.042,0.00,0.00,0.00,,
2018-08-09 17:16:31.951,34.074,0.00,0.00,0.00,,
2018-08-09 17:16:31.967,34.090,0.00,0.00,0.00,,
2018-08-09 17:16:31.983,34.106,0.00,0.00,0.00,,
2018-08-09 17:16:31.999,34.122,0.00,0.00,0.00,,
2018-08-09 17:16:32.031,34.154,0.00,0.00,0.00,,
2018-08-09 17:16:32.047,34.170,0.00,0.00,0.00,,
2018-08-09 17:16:32.063,34.186,0.00,0.00,0.00,,
2018-08-09 17:16:32.079,34.202,0.00,0.00,0.00,,
2018-08-09 17:16:32.111,34.234,0.00,0.00,0.00,,
2018-08-09 17:16:32.127,34.250,0.00,0.00,0.00,,
2018-08-09 17:16:32.143,34.266,0.00,0.00,0.00,,
2018-08-09 17:16:32.159,34.282,0.00,0.00,0.00,,
2018-08-09 17:16:32.191,34.314,0.00,0.00,0.00,,
2018-08-09 17:16:32.207,34.330,0.00,0.00,0.00,,
2018-08-09 17:16:32.223,34.346,0.00,0.00,0.00,,
2018-08-09 17:16:32.239,34.362,0.00,0.00,0.00,,
2018-08-09 17:16:32.271,34.394,0.00,0.00,0.00,,
2018-08-09 17:16:32.287,34.410,0.00,0.00,0.00,,
2018-08-09 17:16:32.302,34.425,0.00,0.00,0.00,,
2018-08-09 17:16:32.319,34.442,0.00,0.00,0.00,,
2018-08-09 17:16:32.351,34.474,0.00,0.00,0.00,,
2018-08-09 17:16:32.367,34.490,0.00,0.00,0.00,,
2018-08-09 17:16:32.383,34.506,0.00,0.00,0.00,,
2018-08-09 17:16:32.399,34.522,0.00,0.00,0.00,,
2018-08-09 17:16:32.430,34.553,0.00,0.00,0.00,,
2018-08-09 17:16:32.447,34.570,0.00,0.00,0.00,,
2018-08-09 17:16:32.463,34.586,0.00,0.00,0.00,,
2018-08-09 17:16:32.479,34.602,0.00,0.00,0.00,,
2018-08-09 17:16:32.510,34.633,0.00,0.00,0.00,,
2018-08-09 17:16:32.527,34.650,0.00,0.00,0.00,,
2018-08-09 17:16:32.543,34.666,0.00,0.00,0.00,,
2018-08-09 17:16:32.559,34.682,0.00,0.00,0.00,,
2018-08-09 17:16:32.590,34.713,0.00,0.00,0.00,,
2018-08-09 17:16:32.607,34.730,0.00,0.00,0.00,,
2018-08-09 17:16:32.622,34.745,0.00,0.00,0.00,,
2018-08-09 17:16:32.639,34.762,0.00,0.00,0.00,,
2018-08-09 17:16:32.670,34.793,0.00,0.00,0.00,,
2018-08-09 17:16:32.687,34.810,0.00,0.00,0.00,,
2018-08-09 17:16:32.702,34.825,0.00,0.00,0.00,,
2018-08-09 17:16:32.719,34.842,0.00,0.00,0.00,,
2018-08-09 17:16:32.750,34.873,0.00,0.00,0.00,,
2018-08-09 17:16:32.766,34.889,0.00,0.00,0.00,,
2018-08-09 17:16:32.782,34.905,0.00,0.00,0.00,,
2018-08-09 17:16:32.799,34.922,0.00,0.00,0.00,,
2018-08-09 17:16:32.830,34.953,0.00,0.00,0.00,,
2018-08-09 17:16:32.846,34.969,0.00,0.00,0.00,,
2018-08-09 17:16:32.862,34.985,0.00,0.00,0.00,,
2018-08-09 17:16:32.879,35.002,0.00,0.00,0.00,,
2018-08-09 17:16:32.910,35.033,0.00,0.00,0.00,,
2018-08-09 17:16:32.926,35.049,0.00,0.00,0.00,,
2018-08-09 17:16:32.942,35.065,0.00,0.00,0.00,,
2018-08-09 17:16:32.959,35.082,0.00,0.00,0.00,,
2018-08-09 17:16:32.990,35.113,0.00,0.00,0.00,,
2018-08-09 17:16:33.006,35.129,0.00,0.00,0.00,,
2018-08-09 17:16:33.022,35.145,0.00,0.00,0.00,,
2018-08-09 17:16:33.038,35.161,0.00,0.00,0.00,,
2018-08-09 17:16:33.070,35.193,0.00,0.00,0.00,,
2018-08-09 17:16:33.086,35.209,0.00,0.00,0.00,,
2018-08-09 17:16:33.102,35.225,0.00,0.00,0.00,,
2018-08-09 17:16:33.119,35.242,0.00,0.00,0.00,,
2018-08-09 17:16:33.150,35.273,0.00,0.00,0.00,,
2018-08-09 17:16:33.166,35.289,0.00,0.00,0.00,,
2018-08-09 17:16:33.182,35.305,0.00,0.00,0.00,,
2018-08-09 17:16:33.198,35.321,0.00,0.00,0.00,,
2018-08-09 17:16:33.230,35.353,0.00,0.00,0.00,,
2018-08-09 17:16:33.246,35.369,0.00,0.00,0.00,,
2018-08-09 17:16:33.262,35.385,0.00,0.00,0.00,,
2018-08-09 17:16:33.278,35.401,0.00,0.00,0.00,,
2018-08-09 17:16:33.310,35.433,0.00,0.00,0.00,,
2018-08-09 17:16:33.326,35.449,0.00,0.00,0.00,,
2018-08-09 17:16:33.342,35.465,0.00,0.00,0.00,,
2018-08-09 17:17:07.837,0.100,0.00,0.00,0.00,,
2018-08-09 17:17:07.933,0.196,0.00,0.00,0.00,,
2018-08-09 17:17:08.045,0.308,0.00,0.00,0.00,,
2018-08-09 17:17:08.141,0.404,0.00,0.00,0.00,,
2018-08-09 17:17:08.237,0.500,0.00,0.00,0.00,,
2018-08-09 17:17:08.333,0.596,0.00,0.00,0.00,,
2018-08-09 17:17:08.445,0.708,0.00,0.00,0.00,,
2018-08-09 17:17:08.557,0.820,0.00,0.00,0.00,,
2018-08-09 17:17:08.638,0.901,0.00,0.00,0.00,,
2018-08-09 17:17:08.733,0.996,0.00,0.00,0.00,,
2018-08-09 17:17:08.846,1.109,0.00,0.00,0.00,,
2018-08-09 17:17:08.942,1.205,0.00,0.00,0.00,,
2018-08-09 17:17:09.037,1.300,0.00,0.00,0.00,,
2018-08-09 17:17:09.133,1.396,0.00,0.00,0.00,,
