Loadstar Sensors SensorVUE - Log File
Units for M3-17576:,lbf
Units for Peak (M3-17576):,lbf
Units for Low (M3-17576):,lbf
Logging Interval:,1 sec  (1 Hz)
--------------------------------------------------------------------------------
*** Use custom format 'hh:mm:ss.000' in Microsoft Excel to correctly display the time stamp in milliseconds. ***
------------------------------------------------------------------------------------------------------------------------
Time,Elapsed Time(sec),M3-17576,Peak (M3-17576),Low (M3-17576),
2018-08-09 17:51:57.576,32.044,0.02,0.02,0.00,,
2018-08-09 17:51:58.535,33.003,-0.20,0.05,-0.26,,
2018-08-09 17:51:59.543,34.011,-0.32,0.05,-0.32,,
2018-08-09 17:52:00.535,35.003,-0.30,0.05,-0.38,,
2018-08-09 17:52:01.542,36.010,-0.22,0.05,-0.38,,
2018-08-09 17:52:02.550,37.018,-0.24,0.05,-0.38,,
2018-08-09 17:52:03.557,38.025,0.19,0.19,-0.43,,
2018-08-09 17:52:04.597,39.065,-0.12,0.41,-0.43,,
2018-08-09 17:52:05.541,40.009,-0.02,0.41,-0.43,,
2018-08-09 17:52:06.548,41.016,-0.01,0.41,-0.43,,
2018-08-09 17:52:07.540,42.008,0.01,0.41,-0.43,,
2018-08-09 17:52:08.547,43.015,0.03,0.41,-0.43,,
2018-08-09 17:52:09.539,44.007,-0.02,0.41,-0.43,,
2018-08-09 17:52:10.595,45.063,-0.02,0.41,-0.43,,
2018-08-09 17:52:11.538,46.006,-0.02,0.41,-0.43,,
2018-08-09 17:52:12.546,47.014,-0.02,0.41,-0.43,,
2018-08-09 17:52:13.538,48.006,-0.03,0.41,-0.43,,
2018-08-09 17:52:14.545,49.013,-0.02,0.41,-0.43,,
2018-08-09 17:52:15.537,50.005,-0.02,0.41,-0.43,,
2018-08-09 17:52:16.560,51.028,-0.02,0.41,-0.43,,
2018-08-09 17:52:17.616,52.084,-0.02,0.41,-0.43,,
2018-08-09 17:52:18.544,53.012,-0.02,0.41,-0.43,,
2018-08-09 17:52:19.535,54.003,-0.02,0.41,-0.43,,
2018-08-09 17:52:20.543,55.011,-0.01,0.41,-0.43,,
2018-08-09 17:52:21.551,56.019,-0.02,0.41,-0.43,,
2018-08-09 17:52:22.543,57.011,-0.02,0.41,-0.43,,
2018-08-09 17:52:23.567,58.035,-0.02,0.41,-0.43,,
2018-08-09 17:52:24.541,59.009,-0.02,0.41,-0.43,,
2018-08-09 17:52:25.549,60.017,-0.02,0.41,-0.43,,
2018-08-09 17:52:26.541,61.009,-0.02,0.41,-0.43,,
2018-08-09 17:52:27.548,62.016,-0.02,0.41,-0.43,,
2018-08-09 17:52:28.540,63.008,-0.02,0.41,-0.43,,
2018-08-09 17:52:29.563,64.031,-0.02,0.41,-0.43,,
2018-08-09 17:52:30.603,65.071,-0.02,0.41,-0.43,,
2018-08-09 17:52:31.547,66.015,-0.02,0.41,-0.43,,
2018-08-09 17:52:32.538,67.006,-0.02,0.41,-0.43,,
2018-08-09 17:52:33.546,68.014,-0.02,0.41,-0.43,,
2018-08-09 17:52:34.537,69.005,-0.02,0.41,-0.43,,
2018-08-09 17:52:35.545,70.013,-0.02,0.41,-0.43,,
2018-08-09 17:52:36.585,71.053,-0.02,0.41,-0.43,,
2018-08-09 17:52:37.545,72.013,-0.02,0.41,-0.43,,
2018-08-09 17:52:38.536,73.004,-0.02,0.41,-0.43,,
2018-08-09 17:52:39.544,74.012,-0.02,0.41,-0.43,,
2018-08-09 17:52:40.535,75.003,-0.02,0.41,-0.43,,
2018-08-09 17:52:41.543,76.011,-0.02,0.41,-0.43,,
2018-08-09 17:52:42.582,77.050,-0.02,0.41,-0.43,,
2018-08-09 17:52:43.638,78.106,-0.02,0.41,-0.43,,
2018-08-09 17:52:44.550,79.018,-0.02,0.41,-0.43,,
2018-08-09 17:52:45.541,80.009,-0.02,0.41,-0.43,,
2018-08-09 17:52:46.549,81.017,-0.02,0.41,-0.43,,
2018-08-09 17:52:47.541,82.009,-0.02,0.41,-0.43,,
2018-08-09 17:52:48.548,83.016,-0.02,0.41,-0.43,,
2018-08-09 17:52:49.604,84.072,-0.02,0.41,-0.43,,
2018-08-09 17:52:50.548,85.016,-0.02,0.41,-0.43,,
2018-08-09 17:52:51.539,86.007,-0.03,0.41,-0.43,,
2018-08-09 17:52:52.547,87.015,-0.02,0.41,-0.43,,
2018-08-09 17:52:53.539,88.007,-0.02,0.41,-0.43,,
2018-08-09 17:52:54.563,89.031,-0.02,0.41,-0.43,,
2018-08-09 17:52:55.586,90.054,-0.02,0.41,-0.43,,
2018-08-09 17:52:56.593,91.061,-0.02,0.41,-0.43,,
2018-08-09 17:52:57.537,92.005,-0.02,0.41,-0.43,,
2018-08-09 17:52:58.545,93.013,-0.02,0.41,-0.43,,
2018-08-09 17:52:59.536,94.004,-0.02,0.41,-0.43,,
2018-08-09 17:53:00.544,95.012,-0.02,0.41,-0.43,,
2018-08-09 17:53:01.567,96.035,-0.02,0.41,-0.43,,
2018-08-09 17:53:02.607,97.075,-0.02,0.41,-0.43,,
2018-08-09 17:53:03.551,98.019,-0.02,0.41,-0.43,,
2018-08-09 17:53:04.542,99.010,-0.02,0.41,-0.43,,
2018-08-09 17:53:05.550,100.018,-0.02,0.41,-0.43,,
2018-08-09 17:53:06.542,101.010,-0.02,0.41,-0.43,,
2018-08-09 17:53:07.549,102.017,-0.02,0.41,-0.43,,
2018-08-09 17:53:08.573,103.041,-0.02,0.41,-0.43,,
2018-08-09 17:53:09.628,104.096,-0.01,0.41,-0.43,,
2018-08-09 17:53:10.540,105.008,-0.02,0.41,-0.43,,
2018-08-09 17:53:11.548,106.016,-0.02,0.41,-0.43,,
2018-08-09 17:53:12.539,107.007,-0.02,0.41,-0.43,,
2018-08-09 17:53:13.547,108.015,-0.02,0.41,-0.43,,
2018-08-09 17:53:14.554,109.022,-0.02,0.41,-0.43,,
2018-08-09 17:53:15.594,110.062,-0.02,0.41,-0.43,,
2018-08-09 17:53:16.538,111.006,-0.02,0.41,-0.43,,
2018-08-09 17:53:17.546,112.014,-0.02,0.41,-0.43,,
2018-08-09 17:53:18.538,113.006,-0.02,0.41,-0.43,,
2018-08-09 17:53:19.545,114.013,-0.02,0.41,-0.43,,
2018-08-09 17:53:20.552,115.020,-0.02,0.41,-0.43,,
2018-08-09 17:53:21.576,116.044,-0.02,0.41,-0.43,,
2018-08-09 17:53:22.631,117.099,-0.19,0.41,-0.43,,
2018-08-09 17:53:23.543,118.011,0.25,0.52,-0.43,,
2018-08-09 17:53:24.535,119.003,0.23,1.09,-0.43,,
2018-08-09 17:53:25.543,120.011,0.34,1.09,-0.43,,
2018-08-09 17:53:26.534,121.002,0.97,1.09,-0.43,,
2018-08-09 17:53:27.558,122.026,-0.27,1.09,-0.43,,
2018-08-09 17:53:28.597,123.065,-0.12,1.09,-0.51,,
2018-08-09 17:53:29.541,124.009,0.12,1.09,-0.51,,
2018-08-09 17:53:30.549,125.017,-0.01,1.09,-0.51,,
2018-08-09 17:53:31.540,126.008,-0.01,1.09,-0.51,,
2018-08-09 17:53:32.548,127.016,-0.01,1.09,-0.51,,
2018-08-09 17:53:33.539,128.007,-0.01,1.09,-0.51,,
2018-08-09 17:53:34.579,129.047,-0.01,1.09,-0.51,,
2018-08-09 17:53:35.634,130.102,-0.01,1.09,-0.51,,
2018-08-09 17:53:36.546,131.014,-0.01,1.09,-0.51,,
